STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF OTHERS,AUTO THEFT,OTHER THEFT,RIOTS,CHEATING,HURT/GREVIOUS HURT,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
ANDHRA PRADESH,ADILABAD,2001,101,60,17,0,50,16,22,177,78,104,1131,16,175,0,181,1518,4154
ANDHRA PRADESH,ANANTAPUR,2001,151,125,1,0,23,23,57,309,168,65,1543,7,154,0,270,754,4125
ANDHRA PRADESH,CHITTOOR,2001,101,57,2,0,27,25,164,559,156,209,2088,14,186,0,404,1262,5818
ANDHRA PRADESH,CUDDAPAH,2001,80,53,1,0,20,5,36,137,164,37,795,17,57,0,233,1181,3140
ANDHRA PRADESH,EAST GODAVARI,2001,82,67,1,0,23,23,150,871,70,220,1244,12,247,0,431,2313,6507
ANDHRA PRADESH,GUNTAKAL RLY.,2001,3,1,0,0,0,0,0,162,1,0,1,0,0,0,4,104,287
ANDHRA PRADESH,GUNTUR,2001,182,88,2,0,54,31,171,951,244,300,1792,7,378,0,369,2426,7848
ANDHRA PRADESH,HYDERABAD CITY,2001,111,113,7,0,37,41,1128,1664,65,1293,3137,24,746,0,409,1512,11831
ANDHRA PRADESH,KARIMNAGAR,2001,162,85,6,0,56,18,54,338,220,243,1392,62,224,0,322,1726,5811
ANDHRA PRADESH,KHAMMAM,2001,93,60,1,0,47,11,34,334,153,130,1026,17,172,0,209,1450,4582
ANDHRA PRADESH,KRISHNA,2001,65,51,0,0,37,15,27,451,70,104,1985,10,265,0,268,862,4779
ANDHRA PRADESH,KURNOOL,2001,133,72,4,0,29,0,6,291,84,126,1547,13,92,0,292,1401,4581
ANDHRA PRADESH,MAHABOOBNAGAR,2001,157,67,26,0,59,15,33,283,157,84,867,14,69,0,280,2158,4819
ANDHRA PRADESH,MEDAK,2001,101,56,12,0,35,6,36,250,100,87,1367,26,192,0,335,454,3532
ANDHRA PRADESH,NALGONDA,2001,122,60,1,0,35,8,43,275,220,122,1132,31,214,0,432,1781,5002
ANDHRA PRADESH,NELLORE,2001,89,69,5,0,46,10,72,536,97,177,1119,10,287,0,266,1585,5245
ANDHRA PRADESH,NIZAMABAD,2001,106,49,14,0,21,17,48,186,51,122,1383,19,228,0,220,787,3621
ANDHRA PRADESH,PRAKASHAM,2001,102,82,3,0,19,19,33,245,138,88,1266,5,119,0,263,808,3678
ANDHRA PRADESH,RANGA REDDY,2001,214,95,16,0,72,23,347,949,65,527,2829,37,421,7,593,2103,9867
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,6,0,0,0,0,0,0,296,1,4,17,1,0,0,6,68,439
ANDHRA PRADESH,SRIKAKULAM,2001,38,10,4,0,8,0,1,230,70,53,679,6,108,0,167,926,2572
ANDHRA PRADESH,VIJAYAWADA,2001,53,44,5,0,25,22,264,1793,19,614,1578,2,520,0,234,724,6733
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,2,1,0,0,1,0,0,265,1,3,9,0,0,0,2,25,320
ANDHRA PRADESH,VISAKHA RURAL,2001,58,29,0,0,12,0,0,165,138,39,1476,3,99,0,216,685,3183
ANDHRA PRADESH,VISAKHAPATNAM,2001,22,10,1,0,13,7,172,458,9,192,325,0,204,0,196,928,3422
ANDHRA PRADESH,VIZIANAGARAM,2001,33,14,1,0,8,6,0,144,36,41,529,0,121,0,175,880,2178
ANDHRA PRADESH,WARANGAL,2001,158,79,5,0,53,56,79,339,330,137,1718,52,165,0,269,2314,6319
ANDHRA PRADESH,WEST GODAVARI,2001,77,58,1,0,61,20,74,1042,96,270,972,15,348,0,354,1609,5696
ANDHRA PRADESH,TOTAL,2001,2602,1555,136,0,871,417,3051,13700,3001,5391,34947,420,5791,7,7400,34344,130089
ARUNACHAL PRADESH,CHANGLANG,2001,11,2,0,0,1,1,0,24,0,3,30,0,0,0,0,54,163
ARUNACHAL PRADESH,DIBANG VALLEY,2001,3,5,0,0,2,0,1,18,0,0,27,0,2,0,0,45,139
ARUNACHAL PRADESH,KAMENG EAST,2001,3,1,0,0,2,2,0,26,0,1,36,0,0,0,0,28,126
ARUNACHAL PRADESH,KAMENG WEST,2001,4,2,0,0,0,0,0,26,0,4,27,0,0,0,0,30,103
ARUNACHAL PRADESH,LOHIT,2001,16,6,1,0,2,0,0,31,3,2,40,0,0,0,0,38,190
ARUNACHAL PRADESH,PAPUM PARE,2001,11,8,0,0,9,10,29,80,9,8,84,0,3,0,0,129,498
ARUNACHAL PRADESH,SIANG EAST,2001,7,0,0,0,5,4,4,48,1,4,58,0,2,0,0,54,243
ARUNACHAL PRADESH,SIANG UPPER,2001,1,1,0,0,2,0,0,9,1,0,15,0,0,0,0,11,56
ARUNACHAL PRADESH,SIANG WEST,2001,5,14,0,0,4,7,1,71,2,5,71,0,2,0,0,89,361
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,8,10,1,0,2,1,0,25,5,2,11,0,0,0,0,44,148
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,4,0,0,0,2,0,0,20,2,0,34,0,2,0,0,40,140
ARUNACHAL PRADESH,TAWANG,2001,2,0,0,0,1,0,1,12,0,1,3,0,0,0,0,19,48
ARUNACHAL PRADESH,TIRAP,2001,8,4,1,0,1,3,0,17,1,0,30,0,0,0,0,37,127
ARUNACHAL PRADESH,TOTAL,2001,83,53,3,0,33,28,36,407,24,30,466,0,11,0,0,618,2342
ASSAM,BARPETA,2001,64,5,0,0,28,17,2,185,196,29,266,10,95,0,87,430,1778
ASSAM,BONGAIGAON,2001,45,22,0,0,20,15,0,92,87,13,67,1,26,0,50,188,810
ASSAM,C.I.D.,2001,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,8
ASSAM,CACHAR,2001,52,30,1,0,45,30,0,359,533,33,286,7,216,0,235,1124,3462
ASSAM,DARRANG,2001,61,13,0,0,48,17,2,183,100,25,319,9,37,0,66,273,1454
ASSAM,DHEMAJI,2001,15,16,0,0,42,11,0,79,13,15,203,0,0,0,20,126,652
ASSAM,DHUBRI,2001,65,23,0,0,43,18,2,81,402,24,193,5,111,0,47,204,1505
ASSAM,DIBRUGARH,2001,110,22,6,0,35,20,18,307,21,12,351,3,19,0,108,264,1565
ASSAM,G.R.P.,2001,13,1,0,0,1,3,0,135,9,0,35,0,0,0,0,110,343
ASSAM,GOALPARA,2001,28,12,0,0,35,8,1,115,129,16,51,1,64,0,99,100,873
ASSAM,GOLAGHAT,2001,53,2,0,0,30,4,27,184,26,20,135,0,26,0,73,363,1166
ASSAM,GUWAHATI CITY,2001,71,44,12,0,37,65,124,612,151,72,913,5,98,0,311,1308,4373
ASSAM,HAILAKANDI,2001,18,4,0,0,24,2,1,91,160,14,60,2,28,0,26,197,820
ASSAM,JORHAT,2001,40,22,2,0,42,9,27,203,30,23,134,2,48,0,58,363,1190
ASSAM,KAMRUP,2001,37,30,8,0,21,30,40,235,55,50,404,2,27,0,52,612,2011
ASSAM,KARBI ANGLONG,2001,65,26,3,0,5,23,3,76,90,11,66,4,8,0,35,200,721
ASSAM,KARIMGANJ,2001,32,20,0,0,33,34,9,105,271,8,68,1,30,0,20,97,843
ASSAM,KOKRAJHAR,2001,87,27,1,0,14,29,0,89,50,10,156,0,20,0,50,117,776
ASSAM,LAKHIMPUR,2001,26,21,1,0,64,10,0,195,106,71,386,0,93,0,89,422,1779
ASSAM,MORIGAON,2001,20,9,0,0,23,2,3,63,79,7,31,0,28,0,45,259,731
ASSAM,N.C.HILLS,2001,17,8,1,0,2,4,3,27,4,3,22,0,7,0,16,30,187
ASSAM,NAGAON,2001,95,22,3,0,51,10,36,455,267,35,513,1,132,0,194,701,3202
ASSAM,NALBARI,2001,79,36,0,0,30,26,3,116,4,18,172,3,15,0,27,433,1194
ASSAM,R.P.O.,2001,11,0,0,0,3,2,0,29,13,1,0,0,0,0,0,26,101
ASSAM,SIBSAGAR,2001,59,24,0,0,47,0,35,308,50,29,286,0,0,0,82,546,1643
ASSAM,SONITPUR,2001,86,25,1,0,53,7,6,350,85,21,451,1,99,0,145,575,2309
ASSAM,TINSUKIA,2001,107,17,1,0,41,14,8,342,22,10,237,2,21,0,75,245,1381
ASSAM,TOTAL,2001,1356,481,40,0,817,410,350,5017,2953,575,5805,59,1248,0,2010,9315,36877
BIHAR,ARARIA,2001,47,27,4,0,93,66,19,142,375,47,10,11,50,0,26,944,2069
BIHAR,ARWAL,2001,37,64,1,0,0,13,0,24,76,7,209,7,14,0,21,51,591
BIHAR,AURANGABAD,2001,74,46,0,0,16,20,8,95,155,28,25,33,19,0,82,867,1690
BIHAR,BAGAHA,2001,34,67,12,0,25,50,0,115,67,15,343,0,2,0,2,146,912
BIHAR,BANKA,2001,93,16,4,0,34,17,0,73,196,3,8,9,16,0,0,758,1386
BIHAR,BEGUSARAI,2001,124,77,5,0,13,46,16,249,147,26,65,21,21,0,71,1515,2628
BIHAR,BETTIAH,2001,66,9,20,0,20,61,14,251,340,33,842,17,54,8,41,782,2796
BIHAR,BHABHUA,2001,41,25,3,0,10,31,1,183,186,23,92,8,22,0,52,486,1368
BIHAR,BHAGALPUR,2001,128,73,6,0,35,57,25,345,171,47,9,20,52,0,53,1343,2634
BIHAR,BHOJPUR,2001,135,33,0,0,22,33,18,196,240,31,515,23,29,0,102,1217,2806
BIHAR,BUXAR,2001,56,38,0,0,8,33,5,174,189,57,39,15,0,0,82,800,1674
BIHAR,DARBHANGA,2001,53,64,4,0,19,23,8,95,142,31,0,37,34,0,66,1715,2572
BIHAR,GAYA,2001,200,170,7,0,25,51,50,366,417,79,292,26,24,0,127,862,3182
BIHAR,GOPALGANJ,2001,107,92,4,0,13,41,25,128,227,75,42,22,155,0,96,807,2098
BIHAR,JAMALPUR RLY.,2001,7,0,0,0,1,4,4,113,0,3,0,0,1,0,4,62,225
BIHAR,JAMUI,2001,67,74,3,0,10,13,1,80,134,7,225,16,15,0,14,289,1046
BIHAR,JEHANABAD,2001,73,80,2,0,6,30,10,111,170,51,0,25,4,0,0,694,1353
BIHAR,KATIHAR,2001,60,47,2,0,51,29,13,133,193,23,64,6,29,0,71,904,1811
BIHAR,KATIHAR RLY.,2001,7,0,0,0,0,2,10,211,9,9,0,0,0,0,0,116,417
BIHAR,KHAGARIA,2001,72,27,2,0,5,28,7,79,167,6,5,11,2,0,59,353,895
BIHAR,KISHANGANJ,2001,25,15,1,0,22,7,10,47,116,5,4,4,39,0,16,481,897
BIHAR,LAKHISARAI,2001,61,44,5,0,10,23,3,76,93,6,9,6,5,0,33,305,754
BIHAR,MADHEPURA,2001,56,23,7,0,11,34,16,53,157,17,4,6,10,0,18,550,1062
BIHAR,MADHUBANI,2001,35,65,5,0,13,25,0,98,195,9,615,12,18,0,110,1503,2897
BIHAR,MOTIHARI,2001,114,98,11,0,44,65,3,268,365,103,112,37,47,0,36,2243,3881
BIHAR,MUNGER,2001,51,108,0,0,11,30,17,140,218,29,173,8,39,0,28,787,1758
BIHAR,MUZAFFARPUR,2001,153,162,21,0,73,88,104,434,241,94,103,69,141,6,141,1867,4212
BIHAR,MUZAFFARPUR RLY.,2001,13,3,0,0,2,4,24,289,13,20,53,0,1,0,0,81,538
BIHAR,NALANDA,2001,208,249,18,0,40,114,14,398,318,34,611,47,54,0,60,1006,3479
BIHAR,NAUGACHIA,2001,36,65,0,0,7,20,0,32,56,11,52,4,5,0,31,193,570
BIHAR,NAWADAH,2001,77,54,5,0,15,41,2,64,183,30,282,17,13,1,61,555,1515
BIHAR,PATNA,2001,434,581,30,0,27,186,399,1169,506,331,354,90,152,39,178,2825,8583
BIHAR,PATNA RLY.,2001,24,21,0,0,1,2,19,792,11,11,0,0,0,0,3,174,1127
BIHAR,PURNEA,2001,104,89,10,0,39,41,27,200,269,28,35,8,22,0,77,785,2054
BIHAR,ROHTAS,2001,127,112,4,0,25,54,51,266,391,52,472,36,59,0,376,535,2961
BIHAR,SAHARSA,2001,36,151,3,0,12,17,6,50,156,25,229,7,12,0,29,244,1066
BIHAR,SAMASTIPUR,2001,107,115,20,0,19,46,26,221,312,33,255,11,35,29,21,1261,2853
BIHAR,SARAN,2001,137,70,0,0,20,50,32,214,309,14,878,67,101,0,106,1087,3442
BIHAR,SHEIKHPURA,2001,28,1,1,0,3,15,0,89,136,10,6,9,32,0,15,408,804
BIHAR,SHEOHAR,2001,18,0,1,0,11,6,0,16,38,1,0,3,2,0,0,305,428
BIHAR,SITAMARHI,2001,51,5,3,0,23,14,2,130,218,41,29,13,21,0,5,1111,1797
BIHAR,SIWAN,2001,116,150,9,0,4,25,29,83,239,26,47,32,10,0,44,753,1853
BIHAR,SUPAUL,2001,41,61,4,0,30,24,9,120,170,8,0,7,18,0,0,1040,1672
BIHAR,VAISHALI,2001,110,148,13,0,20,62,23,239,295,120,436,59,179,0,49,1857,4076
BIHAR,TOTAL,2001,3643,3419,250,0,888,1641,1050,8651,8606,1659,7544,859,1558,83,2406,36667,88432
CHHATTISGARH,BALRAMPUR,2001,13,2,0,0,17,0,0,21,15,6,30,1,7,0,7,40,235
CHHATTISGARH,BILASPUR,2001,99,42,11,0,69,0,72,618,166,23,617,7,94,0,93,1617,4353
CHHATTISGARH,BIZAPUR,2001,9,13,0,0,4,0,3,0,1,0,11,0,0,0,2,19,86
CHHATTISGARH,DANTEWARA,2001,83,37,0,0,19,3,5,59,14,5,116,1,3,0,31,259,739
CHHATTISGARH,DHAMTARI,2001,14,6,0,0,22,0,11,99,22,12,127,1,6,0,45,450,996
CHHATTISGARH,DURG,2001,76,66,0,0,144,15,208,685,48,91,595,12,231,0,0,3302,6544
CHHATTISGARH,GRP RAIPUR,2001,2,1,0,0,0,0,5,192,4,2,8,0,1,0,0,77,315
CHHATTISGARH,JAGDALPUR,2001,80,35,4,0,59,2,18,154,35,11,216,3,14,0,0,932,1812
CHHATTISGARH,JANJGIR,2001,48,29,0,0,29,3,25,212,105,23,556,9,116,0,56,471,2059
CHHATTISGARH,JASHPUR,2001,37,16,6,0,36,0,8,46,13,7,98,2,4,0,24,240,719
CHHATTISGARH,KANKER,2001,31,17,1,0,42,0,11,42,23,9,76,1,10,0,26,347,760
CHHATTISGARH,KAWARDHA,2001,19,12,2,0,35,1,4,39,10,4,167,1,15,0,12,236,685
CHHATTISGARH,KORBA,2001,33,13,1,0,46,0,72,233,67,47,515,1,31,0,67,634,2112
CHHATTISGARH,KORIYA,2001,35,25,4,0,34,0,7,146,21,9,163,3,31,0,42,764,1644
CHHATTISGARH,MAHASAMUND,2001,18,20,5,0,43,0,21,125,30,27,174,6,21,0,63,416,1185
CHHATTISGARH,RAIGARH,2001,50,24,0,0,53,0,27,146,34,17,277,2,22,0,39,571,1650
CHHATTISGARH,RAIPUR,2001,92,102,10,0,104,10,347,606,110,64,1259,16,121,0,182,2518,6786
CHHATTISGARH,RAJNANDGAON,2001,36,27,0,0,58,1,38,193,50,14,142,3,51,0,0,1601,2650
CHHATTISGARH,SARGUJA,2001,105,42,1,0,145,1,38,276,103,31,330,1,62,0,0,1296,3130
CHHATTISGARH,TOTAL,2001,880,529,45,0,959,36,920,3892,871,402,5477,70,840,0,689,15790,38460
GOA,NORTH GOA,2001,22,16,4,0,4,3,80,211,33,29,93,2,6,0,110,404,1271
GOA,SOUTH GOA,2001,14,14,1,0,8,0,88,197,31,33,81,0,5,0,81,293,1070
GOA,TOTAL,2001,36,30,5,0,12,3,168,408,64,62,174,2,11,0,191,697,2341
GUJARAT,AHMEDABAD COMMR.,2001,90,58,60,0,39,26,1740,1848,191,205,1311,7,530,0,0,6129,13496
GUJARAT,AHMEDABAD RURAL,2001,26,17,1,0,5,0,30,195,50,9,482,0,84,0,190,797,2146
GUJARAT,AHWA-DANG,2001,6,0,0,0,1,1,1,7,10,4,32,0,2,0,14,54,147
GUJARAT,AMRELI,2001,41,11,0,0,2,5,33,166,52,21,363,2,94,0,73,1080,2191
GUJARAT,ANAND,2001,28,16,0,0,3,2,87,340,63,76,596,0,210,0,150,1896,3879
GUJARAT,BHARUCH,2001,37,14,0,0,4,5,93,295,44,71,385,0,56,0,180,1542,3052
GUJARAT,BHAVNAGAR,2001,64,28,0,0,9,9,190,371,113,103,100,2,129,0,0,3438,5088
GUJARAT,DAHOD,2001,36,8,0,0,5,0,41,79,49,0,394,0,11,0,0,863,1717
GUJARAT,GANDHINAGAR,2001,25,11,0,0,4,3,167,418,64,38,430,3,116,0,3,1879,3478
GUJARAT,HIMATNAGAR,2001,55,9,3,0,17,2,50,141,65,52,357,4,165,0,203,2470,4013
GUJARAT,JAMNAGAR,2001,48,27,2,0,20,5,172,358,34,25,418,2,163,0,0,2254,3857
GUJARAT,JUNAGADH,2001,56,37,0,0,14,7,131,416,88,122,541,11,384,0,162,2706,5186
GUJARAT,KHEDA NORTH,2001,42,5,0,0,11,0,72,286,63,63,472,0,122,0,184,2195,3851
GUJARAT,KUTCH,2001,34,29,18,0,2,2,107,200,55,40,467,2,176,0,229,1763,3355
GUJARAT,MEHSANA,2001,28,17,0,0,4,9,87,470,98,90,1206,5,188,0,152,2394,5175
GUJARAT,NARMADA,2001,16,3,0,0,8,1,9,37,9,15,96,0,9,0,42,246,536
GUJARAT,NAVSARI,2001,26,6,0,0,2,1,37,83,22,19,144,0,17,0,0,867,1404
GUJARAT,PALANPUR,2001,52,45,0,0,18,6,64,356,94,55,1370,2,152,0,133,1102,3887
GUJARAT,PANCHMAHAL,2001,56,13,0,0,5,0,65,248,50,34,530,0,43,0,0,1122,2535
GUJARAT,PATAN,2001,24,18,0,0,3,0,26,194,78,29,422,0,78,0,81,1283,2447
GUJARAT,PORBANDAR,2001,15,9,0,0,6,0,37,79,8,15,136,0,64,0,37,704,1215
GUJARAT,RAJKOT COMMR.,2001,29,33,1,0,5,8,530,715,110,71,628,3,199,0,82,1883,4774
GUJARAT,RAJKOT RURAL,2001,30,36,3,0,20,5,65,313,58,44,616,2,206,0,197,2298,4402
GUJARAT,SURAT COMMR.,2001,98,19,2,0,11,20,958,464,127,228,353,20,132,0,167,823,3995
GUJARAT,SURAT RURAL,2001,62,8,0,0,26,7,66,153,30,33,315,0,34,0,316,501,1766
GUJARAT,SURENDRANAGAR,2001,38,17,0,0,11,5,36,168,73,32,522,2,75,0,0,1883,3113
GUJARAT,VADODARA COMMR.,2001,34,14,0,0,3,3,449,548,151,182,365,0,90,0,153,2601,5047
GUJARAT,VADODARA RURAL,2001,71,13,1,0,18,4,24,186,34,56,354,0,81,0,170,1877,3137
GUJARAT,VALSAD,2001,44,8,3,0,9,5,135,297,40,37,301,0,50,0,0,1802,3109
GUJARAT,W.RLY,2001,15,8,0,0,1,0,2,899,7,10,54,0,7,0,6,267,1421
GUJARAT,TOTAL,2001,1226,537,94,0,286,141,5504,10330,1930,1779,13760,67,3667,0,2924,50719,103419
HARYANA,AMBALA,2001,26,23,2,0,11,6,154,211,5,76,280,11,132,0,0,985,2346
HARYANA,BHIWANI,2001,40,20,8,0,10,2,120,70,109,54,267,33,43,0,2,849,1855
HARYANA,FARIDABAD,2001,68,38,7,0,37,25,444,224,133,61,304,19,108,0,18,3531,5808
HARYANA,FATEHABAD,2001,18,23,2,0,17,7,61,80,11,52,210,17,93,0,1,468,1214
HARYANA,GRP,2001,24,3,0,0,0,0,35,134,9,3,11,5,0,0,7,346,615
HARYANA,GURGAON,2001,69,30,5,0,32,18,435,359,78,29,244,17,136,0,5,1530,3502
HARYANA,HISSAR,2001,45,53,7,0,10,8,258,180,28,159,392,24,117,0,4,1177,2830
HARYANA,JHAJJAR,2001,48,28,2,0,21,6,66,117,68,50,193,20,122,0,84,466,1501
HARYANA,JIND,2001,37,21,6,0,21,4,66,82,71,51,160,11,67,0,4,512,1452
HARYANA,KAITHAL,2001,33,15,8,0,16,1,66,78,0,16,216,9,105,0,1,396,1195
HARYANA,KARNAL,2001,42,24,7,0,44,21,194,274,47,59,726,18,97,0,187,335,2383
HARYANA,KURUKSHETRA,2001,20,8,4,0,31,0,131,212,0,130,172,10,68,0,0,738,1753
HARYANA,MAHENDRAGARH,2001,26,10,0,0,11,5,32,84,47,9,157,8,23,0,2,611,1169
HARYANA,PANCHKULA,2001,12,7,1,0,6,3,95,131,1,19,21,4,43,0,73,440,1054
HARYANA,PANIPAT,2001,43,26,3,0,38,9,243,172,35,53,144,11,92,0,191,513,1895
HARYANA,REWARI,2001,21,13,4,0,11,2,72,83,39,19,130,12,14,0,0,638,1214
HARYANA,ROHTAK,2001,57,29,1,0,28,7,203,162,37,58,187,17,41,0,144,534,1856
HARYANA,SIRSA,2001,37,33,5,0,17,11,108,132,24,43,349,12,98,0,1,645,1768
HARYANA,SONIPAT,2001,73,49,4,0,15,14,165,182,6,43,346,18,51,0,132,607,1944
HARYANA,YAMUNANAGAR,2001,42,14,2,0,22,3,74,128,2,32,235,9,63,0,0,585,1405
HARYANA,TOTAL,2001,781,467,78,0,398,152,3022,3095,750,1016,4744,285,1513,0,856,15906,38759
HIMACHAL PRADESH,BILASPUR,2001,8,10,0,0,5,1,13,36,76,12,74,1,47,0,35,625,1074
HIMACHAL PRADESH,CHAMBA,2001,13,3,0,0,12,2,4,25,6,8,63,0,21,0,40,213,555
HIMACHAL PRADESH,G.R.P.,2001,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4
HIMACHAL PRADESH,HAMIRPUR,2001,2,5,1,0,3,0,1,16,26,11,178,1,33,0,44,362,747
HIMACHAL PRADESH,KANGRA,2001,24,16,3,0,18,9,26,82,125,29,280,1,58,0,2,1119,2035
HIMACHAL PRADESH,KINNAUR,2001,5,0,0,0,6,0,0,2,4,0,4,0,2,0,26,64,147
HIMACHAL PRADESH,KULLU,2001,13,1,0,0,13,1,5,12,27,7,36,0,2,0,36,398,630
HIMACHAL PRADESH,LAHAUL-SPITI,2001,1,0,0,0,2,0,0,1,2,1,1,0,1,0,9,24,50
HIMACHAL PRADESH,MANDI,2001,18,8,0,0,16,1,18,46,83,22,218,0,56,0,75,963,1747
HIMACHAL PRADESH,SHIMLA,2001,14,13,2,0,18,2,42,146,122,31,89,2,31,0,60,1127,1964
HIMACHAL PRADESH,SIRMAUR,2001,3,5,0,0,10,2,8,19,56,12,60,3,22,0,47,361,703
HIMACHAL PRADESH,SOLAN,2001,11,8,4,0,12,3,16,43,62,7,279,2,24,0,45,476,1130
HIMACHAL PRADESH,UNA,2001,6,6,1,0,9,0,9,29,38,6,121,0,20,0,64,319,713
HIMACHAL PRADESH,TOTAL,2001,119,75,11,0,124,21,142,458,628,146,1403,10,317,0,483,6052,11499
JAMMU & KASHMIR,ANANTNAG,2001,74,41,0,0,6,23,15,68,67,28,20,0,0,0,23,435,1104
JAMMU & KASHMIR,AWANTIPORA,2001,25,3,0,0,1,1,1,18,10,1,2,0,0,0,0,196,316
JAMMU & KASHMIR,BARAMULLA,2001,144,155,2,0,28,16,19,137,146,11,18,0,0,0,22,492,1533
JAMMU & KASHMIR,BORDER,2001,6,42,0,0,12,0,2,17,15,16,14,0,3,0,39,480,708
JAMMU & KASHMIR,BUDGAM,2001,78,103,6,0,7,6,5,89,88,6,0,0,0,0,22,241,812
JAMMU & KASHMIR,CRIME JAMMU,2001,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27
JAMMU & KASHMIR,CRIME SRINAGAR,2001,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,69
JAMMU & KASHMIR,DODA,2001,104,147,0,0,7,0,0,18,17,4,13,0,1,0,18,202,627
JAMMU & KASHMIR,GANDERBAL,2001,24,8,2,0,5,2,7,37,50,3,6,0,0,0,11,132,395
JAMMU & KASHMIR,JAMMU,2001,27,82,6,0,13,0,210,269,103,62,58,5,26,0,112,2187,3607
JAMMU & KASHMIR,KARGIL,2001,0,0,0,0,0,1,3,3,5,0,1,0,0,0,0,62,82
JAMMU & KASHMIR,KATHUA,2001,16,28,1,0,13,1,4,33,43,8,28,3,1,0,65,477,817
JAMMU & KASHMIR,KULGAM,2001,39,16,2,0,6,4,5,38,77,6,9,0,0,0,19,272,635
JAMMU & KASHMIR,KUPWARA,2001,141,269,0,0,6,18,1,38,74,10,18,0,0,0,12,280,1027
JAMMU & KASHMIR,LEH,2001,3,1,0,0,0,0,0,6,5,3,0,0,0,0,0,107,137
JAMMU & KASHMIR,POONCH,2001,100,189,0,0,13,6,0,67,30,6,27,0,2,0,8,241,766
JAMMU & KASHMIR,PULWAMA,2001,46,90,0,0,7,4,16,128,127,10,9,0,0,0,0,261,883
JAMMU & KASHMIR,RAILWAYS,2001,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,11,17
JAMMU & KASHMIR,RAJOURI,2001,76,97,1,0,17,0,0,21,3,14,34,3,6,0,2,602,965
JAMMU & KASHMIR,RAMBAN,2001,51,50,1,0,3,4,1,11,2,3,19,0,0,0,1,346,537
JAMMU & KASHMIR,REASI,2001,36,75,3,0,7,2,0,22,6,2,3,0,0,0,0,187,389
JAMMU & KASHMIR,SRINAGAR,2001,63,49,8,0,8,13,333,157,158,102,18,0,2,0,0,1211,3042
JAMMU & KASHMIR,UDHAMPUR,2001,21,28,1,0,10,1,11,106,46,8,21,2,9,0,3,624,1010
JAMMU & KASHMIR,TOTAL,2001,1075,1474,33,0,169,102,633,1286,1072,391,318,13,50,0,357,9046,19505
JHARKHAND,BOKARO,2001,70,75,2,0,26,6,35,400,119,17,74,25,45,0,76,644,1936
JHARKHAND,CHAIBASA,2001,109,34,10,0,32,7,42,57,22,22,35,0,0,0,0,214,669
JHARKHAND,CHATRA,2001,40,10,0,0,6,7,8,72,90,13,0,7,6,0,0,417,748
JHARKHAND,DEOGHAR,2001,47,82,4,0,22,7,29,100,118,14,259,10,10,0,0,275,1106
JHARKHAND,DHANBAD,2001,97,31,7,0,32,12,43,503,205,77,318,30,18,0,15,1096,2916
JHARKHAND,DHANBAD RLY.,2001,11,0,0,0,2,4,2,207,4,8,0,0,0,0,0,88,360
JHARKHAND,DUMKA,2001,63,32,4,0,27,24,36,30,75,8,263,3,23,0,18,291,1016
JHARKHAND,GARHWA,2001,32,6,6,0,11,3,15,39,113,15,125,15,5,0,0,319,788
JHARKHAND,GIRIDIH,2001,63,65,6,0,42,5,56,55,173,49,38,30,57,0,65,953,1918
JHARKHAND,GODDA,2001,61,0,0,0,37,4,49,21,90,3,0,1,0,0,0,630,1030
JHARKHAND,GUMLA,2001,136,18,7,0,29,5,39,17,40,7,0,0,10,1,0,227,658
JHARKHAND,HAZARIBAGH,2001,76,35,4,0,41,11,80,268,268,54,479,31,18,0,6,761,2498
JHARKHAND,JAMSHEDPUR,2001,81,190,8,0,50,9,67,276,131,115,76,6,88,0,140,1100,2712
JHARKHAND,JAMSHEDPUR RLY.,2001,4,0,0,0,1,0,1,64,2,3,0,0,0,0,0,59,148
JHARKHAND,JAMTARA,2001,22,30,0,0,18,3,24,44,61,10,146,5,20,0,2,21,473
JHARKHAND,KODERMA,2001,21,18,1,0,2,12,3,74,80,17,18,11,29,0,45,251,667
JHARKHAND,LATEHAR,2001,54,8,5,0,12,2,15,33,27,0,0,6,0,0,0,145,380
JHARKHAND,LOHARDAGGA,2001,33,4,0,0,12,6,16,12,29,5,11,0,10,0,0,121,311
JHARKHAND,PAKUR,2001,31,19,0,0,23,7,29,8,39,19,5,7,18,0,0,236,483
JHARKHAND,PALAMU,2001,73,52,3,0,15,12,20,74,160,5,343,18,28,1,38,416,1461
